mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,chroma_mean_12,chroma_std_12,spec_contrast_mean_1,spec_contrast_std_1,spec_contrast_mean_2,spec_contrast_std_2,spec_contrast_mean_3,spec_contrast_std_3,spec_contrast_mean_4,spec_contrast_std_4,spec_contrast_mean_5,spec_contrast_std_5,spec_contrast_mean_6,spec_contrast_std_6,spec_contrast_mean_7,spec_contrast_std_7,zcr_mean,zcr_std,spec_centroid_mean,spec_centroid_std,spec_rolloff_mean,spec_rolloff_std,file_name,label
0.7365693451451014,0.44590048127849036,0.4020797951785495,0.24754609863508653,0.46688289691394136,0.3596689259957353,0.5386280556303062,0.3856329583807341,0.4704092862680993,0.5254013096559951,0.5090907862394999,0.3255323781394317,0.28975485010310725,0.3316646149505931,0.6377089931867698,0.3775951353539423,0.6034324728401925,0.32717107491410324,0.3795649639248934,0.4838066066780125,0.9117126859734878,0.5010125015814033,0.5669513575912031,0.48437943618418217,0.6111660163796729,0.4341453356972679,0.3986685329251543,0.6877916903732242,0.40438416557377255,0.7281557944521087,0.3183176612860447,0.43657173394196064,0.3747950132026653,0.7432944866871538,0.32713907032598416,0.48797967855386254,0.36972017797325446,0.6037128834624212,0.2259685951364086,0.6022922853710645,0.3207414035519093,0.4919779036740077,0.3297910301734641,0.6577054687220623,0.32792204871457853,0.592859256234546,0.4996048731973681,0.8023821710057853,0.40052462323193183,0.6266976198899492,0.40499937479231557,0.35618674197385924,0.45378994157854036,0.36105676561791583,0.5910054071667289,0.38439379014280795,0.5883661309415549,0.2062130251561199,0.41520947250668383,0.17619841456462634,0.43712133152457144,0.29265646764401876,0.6153907620288066,0.08530389504257627,0.24689219611339863,0.1557226923866481,0.4112265276012798,0.2130056702880304,0.4818982670145566,0.33803667724868547,vocal350.wav,1
0.951081666736705,0.213394373920319,0.39984932482351043,0.2313576588259445,0.5493432172644749,0.33636529226695366,0.3657565540006462,0.2964059740823515,0.4993032449782383,0.1917705689515563,0.4996542485886433,0.2521892227538458,0.46295238183651405,0.22703176097981173,0.5918545258686296,0.32921049588610074,0.5773719405067419,0.17375875663232826,0.5888670895007913,0.3252514441399225,0.5040210819671188,0.40564251866459355,0.678762519326087,0.44353003943648056,0.6076079461259921,0.4355733084783008,0.4843419950774114,0.8405899896602416,0.27513055244562296,0.34779910896958993,0.41254930213672314,0.6982519938241143,0.21787035770735635,0.41897301345507915,0.23752449201873999,0.3610971698350777,0.2748827895742697,0.569536977545305,0.15556015224319175,0.2406562247682157,0.47886148571859916,0.709984703507117,0.3278982719232579,0.5371782317454095,0.4836223542083763,0.6576776009365357,0.5980328520940471,0.8202632632737107,0.3130369907557974,0.4335993505072715,0.23308916606987723,0.3237367738978708,0.3074725214017112,0.2656382082241225,0.34088260830473405,0.2023671423358363,0.3700861106692974,0.14245114618693683,0.28303008562035503,0.16560209043954507,0.21965853658870316,0.13410291476352776,0.6032455918258723,0.07781749279810474,0.35692149402623785,0.24797778622649963,0.5515095408076615,0.237210909453972,0.7096140611379558,0.3334657573718916,vocal870.wav,1
0.6696890482984019,0.40203136396778233,0.5910047431503211,0.44130631426519346,0.7181471072745318,0.2370409616751854,0.8749683305199867,0.37656165866988356,0.6862235608571593,0.34123018607629896,0.7050638902977945,0.2963089470461404,0.5899474765054036,0.35914159212630203,0.5086212486720891,0.32057849972185515,0.6753722517841867,0.20963405162800108,0.48629765908536887,0.349792580578479,0.7287821867999213,0.3628057443202405,0.6708300179939632,0.25625078451507827,0.4150755990434618,0.2295067251979735,0.6330358980757508,0.7120385677835132,0.6246333082231226,0.6530299571029674,0.730459559621554,0.6930763060619258,0.5530628163615929,0.658167720503027,0.5126004222692271,0.6298288642267238,0.43682833390296283,0.6272542359556517,0.27923681936377215,0.5621411490620807,0.33816356025252026,0.4458184593572167,0.29388854987263097,0.4960164668366819,0.38364810618876233,0.5323434923667129,0.5748713799143316,0.7134463718216898,0.611318343147582,0.7439149759116295,0.5618249421214647,0.32809519272120735,0.2887081297752071,0.3296594726468662,0.2481749603017379,0.23927214087964832,0.13152778235789397,0.10885663716361921,0.10132731047950161,0.08389956773377363,0.11927547443267217,0.1331814547474165,0.6179612148453084,0.05868967741387568,0.1660557155563646,0.2467459415862066,0.3418423581235761,0.29925039265199926,0.4351762777404006,0.37421000818884986,vocal547.wav,0
0.35921466534081103,0.5210825613789272,0.5779614908125215,0.7524426505622108,0.8540079738318896,0.42439757328125,0.661977307710369,0.6042637860432413,0.6866441765080412,0.4321313484531788,0.682059036632541,0.3604343749042379,0.5379164538536658,0.3916108662163017,0.781328914757612,0.47489061024517787,0.6372513753943708,0.2988345582238461,0.7346571763015375,0.37315576284235946,0.7601293380475144,0.33946378346623696,0.7788745013722671,0.33222456740309003,0.513587438011418,0.290548216724851,0.6723135171036246,0.7786402775979488,0.606700352654121,0.7630084566561526,0.5607936834052455,0.6507421237639774,0.4978178977240958,0.7307536669896815,0.5329394576925077,0.6826913930059018,0.5071493427752041,0.6812656589200654,0.3654121264948113,0.6816978911762683,0.5610441321445995,0.6682211736552304,0.4478422774241225,0.6915848194086063,0.45886236227604804,0.6031723722419748,0.6510268334767507,0.7651935449484836,0.6255508595309531,0.7493595721809334,0.3127421088586995,0.2905059880539509,0.22858310962585826,0.3813925357699543,0.21099525700066069,0.3432631771908262,0.16674612184544035,0.2715827204354214,0.14709649013896664,0.19885640873584362,0.17585665615798107,0.3141350116166083,0.7862944538910579,0.6825367724134325,0.24801805762038504,0.5160858715717164,0.3447970775270721,0.5537831153102551,0.38749281189555856,0.6710408107287615,vocal631.wav,0
0.6625155635020026,0.30341714788335783,0.7623242181107716,0.43156136078853685,0.683626376092763,0.3956446565724574,0.5524752211802108,0.3477688538841025,0.5498964762365306,0.3035422050386923,0.6562013713479523,0.2697563595529332,0.36468971638561654,0.3797348350102482,0.6140541382177569,0.34421767154607985,0.49213758092907184,0.30275300354230517,0.52317565786885,0.28020386340590697,0.5479515817472851,0.32972857067413464,0.6860353308248033,0.2742945621036855,0.5132664742511716,0.2565591508546378,0.5008558762907497,0.6848320086453963,0.4039700879113679,0.5745490746073825,0.4338851188679833,0.5896890083657857,0.395813633517608,0.610379084851363,0.42631949157378585,0.6052114954165453,0.38730500379084953,0.5561867715915907,0.31535573209903467,0.6064396279941983,0.5705469485941924,0.6588540816575286,0.46162505574446255,0.6827510613915799,0.4755727478478281,0.6217495352793863,0.599445558808164,0.7290374227713088,0.5615867180809554,0.7240757318327972,0.49723187265532937,0.35193643252297246,0.29712668265321507,0.3036880844871587,0.30592473211310867,0.26857969618792266,0.20947294553329132,0.1924036023618647,0.23253420546955417,0.1245312913683996,0.21885639671693347,0.23214307081867336,0.7298990722469236,0.12721307075515276,0.1257508735525404,0.2215834078168212,0.22206881482189222,0.2969495829093078,0.2583238028970213,0.42873057579983653,vocal870.wav,0
0.49888934726181267,0.4101118157776851,0.4327637463178502,0.3724732917347539,0.5549867199986446,0.2843309132944137,0.2764444200274277,0.5858942717655568,0.6789871641205346,0.48773098818556526,0.595566884454882,0.3470399708357488,0.5267306410547845,0.37013964538350086,0.5482412896755668,0.41803475567655246,0.6518461946282356,0.33831506124522404,0.4206052250443768,0.5040947541018133,0.4501519816374787,0.48215809478090743,0.4182345962276474,0.3572190493817279,0.37749756256484945,0.4200922745243568,0.2982915850628032,0.5481137808045276,0.2542274984852108,0.424026541290011,0.39862412182143814,0.7020246338817344,0.25269638989544724,0.47551582019439703,0.26989050263963443,0.5607484521254111,0.15599713191844972,0.34777985631450764,0.21481094964455894,0.4493447227938522,0.5453999268522276,0.7870209307803846,0.3623488357654153,0.48404226939637596,0.6129111530667367,0.8151509116314657,0.41915571952770264,0.5206098871453613,0.47753864921723704,0.7578828199426002,0.4007595020276407,0.4462754767761301,0.5684543930696571,0.48162304906901826,0.5033491625013536,0.4523133093669589,0.33411257768642844,0.2838693387571978,0.41048049564496714,0.32639773343097866,0.19829568678585552,0.25073626182297565,0.5707989347094231,0.11349453846327884,0.2851932935211783,0.3484761488187609,0.4382841127214842,0.3487907279772442,0.5284661422112684,0.5801551160063398,vocal174.wav,1
0.5696204083025869,0.5742991182913897,0.32492689213757575,0.33338742977501873,0.7565930638136493,0.2899968937325008,0.6921615690754592,0.48432562795380163,0.5150864577875943,0.35171034954033575,0.766872749544664,0.19201129978743317,0.5766762756682875,0.28338173968270275,0.5947855607757319,0.25148895214457934,0.7301282527598861,0.18230779723050045,0.5284414169896793,0.38997294958144707,0.7106849766681149,0.3544973136990366,0.6365627190425456,0.21021515826076542,0.3801395076433437,0.2426387141889499,0.4363353622000362,0.6075336825642602,0.4260424405530034,0.6437121047716001,0.4557970580877577,0.4987122689573879,0.563493334239918,0.7075652971420996,0.6524454214093862,0.7073578804652818,0.4939069418249763,0.5610602847916433,0.3699786547833349,0.6674368433330413,0.5582489678190099,0.5460724590975521,0.5549253152743905,0.7572261438313828,0.38980826477269703,0.4630122931927634,0.4205369592603643,0.5430957878957028,0.5377206549899911,0.7108333995419949,0.2304016277210928,0.24487530489937362,0.30811005424897964,0.23681254670967872,0.2839637242224555,0.2066509028477238,0.2530968537789604,0.16045300561141124,0.18907674631662275,0.11421010966351983,0.09300178973662454,0.07649331081896427,0.6066161942014983,0.12289641623949005,0.5476198478811021,0.4196723713826556,0.7269101849805929,0.315831565204292,0.8198119161766375,0.2625555488330635,vocal169.wav,1
0.5535017831458682,0.40215041784505073,0.5828187643177482,0.4057199870917744,0.8015205136716187,0.3285776250605374,0.4135867482241893,0.5777202923779514,0.5791349144674496,0.5623051867677858,0.5194266966131283,0.3825029859631175,0.48859099130835687,0.509866433692231,0.5459415249008626,0.4944327500014687,0.3013894338689617,0.40209463296708314,0.11873184659856606,0.5670321677216907,0.5526553918538217,0.5111148778869745,0.4255289580237903,0.6076277170245323,0.5719960541888088,0.4671171244794623,0.2707496380880334,0.524189002631729,0.4883458475600267,0.959972690016933,0.2854199785703889,0.4891405733895892,0.169901192930005,0.5372808267601006,0.19313794799772271,0.5197199812610389,0.2098170566015613,0.527773702244339,0.2786508265082999,0.8268798690868362,0.38310922462684927,0.6495086850724412,0.3178349380603935,0.7731568556065304,0.11428970953703937,0.30995653001607326,0.10180226110790128,0.33628538446436795,0.29078840699262104,0.6996882204321668,0.7193697077158325,0.6817267148531665,0.6172423166823765,0.4387689516879209,0.6622782031198963,0.4187855018895198,0.5915286809238132,0.3896895247635497,0.5960542764111704,0.5018540258790487,0.4259240779439466,0.40438657011459556,0.6681615107477594,0.16528329871865594,0.07934295936647683,0.21168771144768084,0.2268266104724312,0.31180127150952264,0.2880778789994704,0.5323533590665922,vocal222.wav,1
0.6015057345754607,0.33114660553369774,0.3110445028455955,0.400113952920602,0.5493897118469098,0.5085654850522339,0.2032507244964729,0.6529252519831985,0.23607834977236714,0.43411161287227107,0.32153820087751483,0.44751250731871484,0.7621053013871614,0.5318747697648019,0.0135251759979782,0.6926924414755999,0.8217273769813205,0.32768224622357867,0.04088084066237452,0.5209219259015121,0.5773257591318375,0.6137720926858787,0.6639321165849468,0.8091744462354804,0.5949130921664161,0.9296665280739277,0.20291855106201523,0.4877001785506202,0.43057638932958936,0.7553220727332075,0.5377000340886735,0.8903225012128151,0.22246914504746673,0.48781187365922735,0.24539703014262942,0.6203023723836025,0.07708992932543086,0.2625420747828363,0.08655336731010564,0.39885873039987596,0.09895008499195886,0.2716497783495699,0.1875767696447749,0.4700882143063836,0.36896509749853246,0.7114261742323456,0.37698926223718154,0.7206118136471323,0.2597040310173053,0.592867222989549,0.04690323169339833,0.14151581663444066,0.5432558337335688,0.51507352211135,0.71014475356908,0.3533521417078924,0.8122619106925855,0.2975503941279031,0.7224777643010812,0.3951801849554334,0.7130329976400573,0.7170349107422617,0.5815204174700468,0.06580156527011796,0.4465380855175201,0.5439362363177923,0.6030677964399411,0.523043235096735,0.6838335117913734,0.5723133865250536,vocal774.wav,1
0.7568307180273119,0.25064120823050823,0.5600131518923355,0.24561389113037813,0.6377812875478684,0.26755190521621514,0.6472065796314839,0.18060975062180035,0.5347103841085565,0.26459788219148156,0.7115299479108155,0.13877434713618617,0.49804646907597405,0.1625662967391471,0.6661895302657455,0.19975711449877323,0.6178521516171758,0.14753014227992123,0.5259638635672835,0.2151900422830934,0.7030700644946752,0.20664975712066336,0.6740391558442509,0.2012630349008599,0.5901068423803071,0.24389447593978247,0.3264408926575443,0.6469139663249859,0.2043146461881244,0.2809340495249452,0.38964954036574523,0.49203092326364256,0.5691705375527123,0.8754749874920076,0.38606003310255177,0.4411217221988642,0.4494188919024409,0.7091659771427647,0.22565720804550587,0.44079447907114855,0.5619111038726571,0.7289657913370797,0.40994476068540586,0.763171483403567,0.24971098607713185,0.2639642087892671,0.481372445903136,0.7119314690104039,0.2889828747963792,0.4558479215109401,0.3066391672153172,0.23546861966390312,0.32741773696052723,0.2554080917317348,0.37283955739086716,0.2206371369694995,0.28109015428458073,0.16553400227636528,0.2517434124045633,0.13659788729698943,0.15213075052765646,0.14142285337409954,0.6123155852826716,0.06429307623721583,0.23767897435158852,0.2508859368476032,0.39215244280706146,0.2604217594346144,0.48939493466815664,0.3644945841658621,vocal354.wav,1
