mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,chroma_mean_12,chroma_std_12,spec_contrast_mean_1,spec_contrast_std_1,spec_contrast_mean_2,spec_contrast_std_2,spec_contrast_mean_3,spec_contrast_std_3,spec_contrast_mean_4,spec_contrast_std_4,spec_contrast_mean_5,spec_contrast_std_5,spec_contrast_mean_6,spec_contrast_std_6,spec_contrast_mean_7,spec_contrast_std_7,zcr_mean,zcr_std,spec_centroid_mean,spec_centroid_std,spec_rolloff_mean,spec_rolloff_std,label,file_name
0.5347764626068672,0.4597923253867494,0.2812392265465029,0.4565501326021136,0.6114920118104601,0.5196932315640908,0.48680214842096886,0.5782818305234613,0.3803661188120111,0.37393723594086503,0.27931346474489355,0.5398782242009976,0.6196192213003543,0.4912950381662775,0.15433339037256388,0.6803600611320949,0.5379033185662039,0.3961628981636228,0.5403658505507755,0.5954021504384401,-0.12574750468789175,0.7828711989498138,0.6453868745780771,0.4342982637321307,0.2753478591610561,0.5795900832152739,0.3636412921753558,0.5619960351956356,0.3703491465586347,0.7284087658947604,0.24522847893456107,0.4278614545671405,0.21369275288915868,0.48265938018947535,0.2516393234242076,0.5989725568661759,0.22796067598030872,0.42393951259109125,0.3342280618083586,0.8042025157534183,0.37117896269477735,0.4754207065379383,0.3691322877897861,0.7723198400338747,0.24659577274253494,0.46062653606907233,0.4372405125401806,0.653445355561066,0.5758911584092709,0.8533304490888507,0.331437052496714,0.39231930637548096,0.7024843463621407,0.5758921548922593,0.6895558133245997,0.4776616891018308,0.7545134976011547,0.4560130974396086,0.4333002112523615,0.2486735840270408,0.5250731517013092,0.4186571630699948,0.695926542953327,0.20909532894384986,0.4188984202320896,0.4302593069033508,0.5553957912116557,0.44903444222115907,0.6076804116553353,0.5899213868069973,1,vocal17.wav
0.580846155072956,0.3814951791974511,0.6972698151274217,0.46931958980465255,0.5951140145959543,0.4493966852914515,0.8977611558115921,0.5061491062835919,0.7927108343906657,0.41815858682323936,0.5887680216852582,0.2861155797555418,0.6546835244412564,0.3608619026293358,0.6515255627939103,0.40929186189988465,0.528636537014167,0.3222167989160104,0.5381401814506115,0.4371457716370957,0.894643494317304,0.48473967120619454,0.5437031273659707,0.3237676678886261,0.703767014800657,0.32176375424278697,0.3863316994041311,0.5985163025442188,0.4113625884937319,0.5200258328484968,0.528813618623092,0.5804241422555663,0.5115285768267261,0.6441975098129631,0.5433869389658803,0.5491979912571947,0.5346046050590412,0.6315983818303614,0.3931590546218458,0.6786862861986933,0.6450891476301519,0.6724025043154209,0.4735257263164671,0.6052583490531848,0.4858303087206395,0.577952051993515,0.6200012397214643,0.70199180791218,0.47898304193613,0.6393089743332393,0.4545608769799527,0.2647070994291738,0.30061659406452546,0.2571332148338033,0.2807356052299299,0.17727063258866882,0.16165955824597156,0.1060558667141614,0.1484712145168996,0.10887398992710404,0.33354723518981255,0.27045947197395687,0.5406312325712139,0.08827471031071457,0.20810322095255962,0.2871379760956547,0.29020590336318786,0.32132030288681723,0.3480580980137572,0.38305644684453055,0,vocal25.wav
0.6770420080542527,0.2530790987499679,0.36101975482787996,0.47631399596415996,0.6583936968925094,0.38846623886740594,0.4816735204201714,0.487549518611472,0.2621178048242946,0.5724450805228046,0.47995800978208875,0.3691606220594813,0.19193321999919977,0.4939387382713828,0.41835722353061267,0.4226165134280556,0.2204903742714861,0.3852434618524644,0.32558840722007076,0.6159457860527744,0.4432815925179547,0.49256249557857135,0.523575713061601,0.43939331830595724,0.4104929218530263,0.34208967653616484,0.3574278317161792,0.6009149783630692,0.32654061218273084,0.46462991553426264,0.5214844259154128,0.7586679974078385,0.3705987074397421,0.5315480401918202,0.5354815999055778,0.8165927040853771,0.302430586878497,0.47083191056563717,0.2810914664914634,0.6369334930788659,0.3833724057446451,0.603046230018546,0.19942157374613137,0.3819808836687755,0.19215283626912585,0.361350484270445,0.3636751999016678,0.5641804370634355,0.5579604561622087,0.8030850813464261,0.8010135343733391,0.6672414560245704,0.5232740737452984,0.3881050845684761,0.4801154211737054,0.32507414083127795,0.41877328241573397,0.1813569677922397,0.32940120074473167,0.17351530274164892,0.22279017153804181,0.11836076199608553,0.6840702139335397,0.12328313047753736,0.3376308074919857,0.2783784267895226,0.5462639192466764,0.3275091520331531,0.6737781203665177,0.4406756911720153,1,vocal57.wav
0.523779939055578,0.5235079588910481,0.6353564947686368,0.7506237283200505,0.7068242021794803,0.46181004407024506,0.7765860978926473,0.5453460003904772,0.6776347708353874,0.39782558132214296,0.7574969453779689,0.30474369221524455,0.5802932847266659,0.372048007078445,0.6748465496598178,0.4680933944177784,0.6464607646985867,0.3009963800664168,0.523630588120283,0.40030089798237295,0.7784785493277905,0.4073759877214066,0.6673566678623037,0.31740458040345426,0.5095025029668943,0.29079496628124246,0.5388235467681647,0.7689409620018474,0.49820924600127875,0.731655485814801,0.5560900269506159,0.667792927683249,0.5454048648535181,0.739318212693971,0.6073971306834189,0.6904859332103805,0.5920978459990458,0.6937789525411191,0.42830116386475586,0.66084579638454,0.7362934054025342,0.7222493879648808,0.5177282150261913,0.6878681575000146,0.48431337994425105,0.5758086529433607,0.6244545474539661,0.734998182199132,0.5593305792310164,0.746510340251153,0.5388954781240229,0.38642655767642575,0.26356860066976495,0.4742317112826508,0.2328878309229011,0.4048999572242872,0.15880654874351396,0.27294882677100396,0.1478279868140061,0.1715875540711018,0.1217029216603227,0.14191120367881904,0.6951919677341167,0.21788158949389197,0.19227917273715284,0.39722360649440974,0.27578278343487334,0.4591213698670711,0.3200114571880073,0.5353745674351184,0,vocal15.wav
0.6588599013331016,0.3545235608202938,0.3794737722974521,0.44354995112399026,0.6312782841584728,0.5005784343589358,0.4866808922737154,0.7029677490955218,0.3926083044004967,0.5420632548611004,0.4579357655912739,0.32143657237726186,0.43812578215709524,0.4767627005570019,0.4063169112596089,0.5875301602231878,0.4594340537874719,0.3810354815614806,0.3939513850122398,0.633023190747948,0.3843170925222694,0.7325941406800227,0.46350439548969546,0.43395692988457574,0.24855079481226322,0.5132766323527853,0.4223562395931844,0.7666056648283924,0.25572937517616656,0.45870576773067123,0.2872114049209944,0.49689368320762933,0.43350247771377387,0.7758901208789266,0.40248527611405205,0.4949512428079211,0.5855316144465502,0.832985203233571,0.24870410975860363,0.4575935736639749,0.379736135666283,0.5802159632760133,0.3914247336805161,0.7801067849098078,0.27225311664798746,0.39570274927286475,0.3923252490469768,0.7027606553802265,0.3119177590227309,0.5386659456359257,0.5782901907147326,0.7560377712829766,0.6624306749150822,0.6402031568376172,0.5523408853782025,0.6106874218455244,0.5111402072150959,0.4357013162949138,0.3977443126307757,0.3231487551784431,0.2713515241015029,0.2946489337065401,0.6992338437616881,0.21814412436706043,0.29890443493035257,0.3553293293579559,0.5022164836446863,0.37606245155431917,0.6366431679004988,0.4750413688052477,1,vocal23.wav
0.6231162178765579,0.3723731399543132,0.43695893473239644,0.4901586374648494,0.7929309294702709,0.51432860205892,0.6222951786046195,0.4139459152780913,0.5084185326677761,0.6784523036638576,0.6658446874113471,0.3147065732530596,0.3251289180561024,0.4432787498785665,0.6331616240921274,0.4446343241876791,0.5432280236335761,0.24803066456905937,0.2247554309005962,0.521392638637362,0.5852929786320895,0.37948994128880575,0.2845781096285274,0.36953615528117234,0.3836149819317678,0.3947329934211756,0.506571702857736,0.7396906940800849,0.516343676716116,0.8911142581203986,0.3510926844132966,0.5229267958616195,0.3228291694275392,0.6861553976457431,0.32164740314446694,0.6951234915255846,0.17545198128040368,0.4371142842213562,0.1807692773882864,0.6471596834970814,0.20473638523620846,0.4386011373516104,0.19670055127081104,0.576046859872732,0.13798925454060573,0.34243580884343516,0.34317376858176296,0.6648319556232999,0.445399317133517,0.7646268072372816,0.3440512494718219,0.38356355697568145,0.6346675001953898,0.5156145871235753,0.6093550138451888,0.4966687681755493,0.5985815083712567,0.34685927960583895,0.40204847783487574,0.25400121629733885,0.32453052887610767,0.3134553329452985,0.6532807614120679,0.14175253613311578,0.17462268485379873,0.30518197202509406,0.3651035932944771,0.3724607915790501,0.4789146908137272,0.5456709026104346,1,vocal38.wav
0.8636306850768877,0.25683021678032975,0.38931978394228245,0.27737963428112705,0.5122291973875458,0.29915856628554066,0.4064212999010478,0.44714572196644886,0.3770685782883347,0.5990403647622367,0.5059603069085323,0.18427374776766733,0.421533704444702,0.2765596168617369,0.3645196081314195,0.4393882603288657,0.4462606102503517,0.22112290017085573,0.30102142922103914,0.3702469166021663,0.6905560366283778,0.5436311745224566,0.424592512749173,0.34373663925026593,0.4258067231529322,0.31578541685327044,0.4058456576484453,0.5917902405640477,0.4688162810497814,0.4678301105743338,0.7950355631203869,0.7644881089492208,0.46695657445399996,0.5323699235852963,0.5102080779632157,0.5423699376622031,0.5036851518923524,0.5666570914378699,0.295644956981628,0.39510024789713316,0.6277280293562882,0.6162022668783713,0.42980180108440297,0.5956862433625649,0.4510919726392699,0.5365781799705446,0.6253850684088019,0.7213646756882779,0.4571473848729487,0.5453012724981949,0.9224142136814719,0.6454230251357667,0.36741561231535214,0.3266270860730713,0.30186331086699747,0.19056201819202745,0.20025532040993266,0.07034095061167844,0.15219603247140623,0.0670579657040308,0.13353199151341777,0.06852347865263542,0.6067042591676928,0.07859903139630359,0.4322130562281105,0.31910961964024404,0.5792978645875709,0.28594604480620217,0.694009988525454,0.35196302870373986,1,vocal3.wav
0.5067059992349418,0.3400960132440691,0.3943917121828031,0.3724898557704431,0.5118772039130703,0.29687939025117493,0.5181380417800933,0.4715888330077539,0.6637672433130072,0.41542657042253606,0.33012242537666037,0.25185581211578445,0.5539765764257389,0.29525710434885577,0.4780474007663119,0.30571632110799396,0.2724552875060871,0.29951806242515433,1.0330618137412122,0.48392565932375947,0.15348359829321578,0.4985715142621282,0.7047077866376842,0.33161055775453047,0.17796491033435596,0.382213687942892,0.8048597229739949,0.9380870926189935,0.4282524667557936,0.6300916121047049,0.1460559256618671,0.2343019156231067,0.12797060200315147,0.4609649878605257,0.14364039479610982,0.23227321142185647,0.34365120928560683,0.752985725230594,0.10056912686872789,0.17581070428115664,0.3404235080028357,0.6549969273105016,0.17292276358655254,0.4483051619743642,0.18939218385360182,0.31849471428000997,0.5626698961779745,0.8180007065764955,0.48502647040700186,0.5672535507228562,0.36781373849190485,0.42656942306997525,0.8281057971576854,0.4187961986748105,0.7530390048024597,0.3743901757823793,0.5488164008254766,0.24551763664456028,0.35038204359095915,0.1569634475414499,0.5609923377336106,0.3529931441958085,0.6386124312391224,0.19428472157484777,0.23281954981553482,0.30068863352053626,0.4455336035697685,0.30589162124569247,0.5835980041635488,0.43783870114298346,1,vocal1.wav
0.5509338403660833,0.3890572491622779,0.7343329381612883,0.41472912787842015,0.5805494271187519,0.4365261897635997,0.940136528147665,0.4439796393794395,0.8572718186354915,0.3773987025391565,0.6068613872462044,0.3256120249771033,0.6744666872654042,0.3440377979823861,0.6214082558521669,0.35379075251799197,0.5321678828354298,0.3469998663765328,0.4998196057582314,0.37371573474350955,0.9058361481034294,0.4423097355535055,0.5917457446680486,0.2898034919962344,0.7631646456125254,0.3366908472220364,0.44283563328791364,0.6098853488851976,0.41417097617177695,0.471024687401093,0.5442771252033016,0.5643666429552696,0.5521729462623279,0.6498957717482055,0.5509990543685026,0.5399831361924068,0.5164212763774916,0.6371209307016723,0.37341300560951285,0.6599015445770979,0.6270244861319442,0.6614923330670597,0.46209595809088133,0.6408173753339464,0.4416921823497849,0.5377647545971104,0.620891941918205,0.7252344381456591,0.5618942532401268,0.6985780111158096,0.45525690169034244,0.2558266033701402,0.31053938059079766,0.2671593900471119,0.29852534642612605,0.20808180421597366,0.13441109956945718,0.06414436948264324,0.11370514319749625,0.045186591505899126,0.3170220898918982,0.22899898772158728,0.5569603973142796,0.14658762479399445,0.16077745746013666,0.2241326836692949,0.2468874049987982,0.26241524218931866,0.3014705347508804,0.3293937980306626,0,vocal60.wav
0.5789058626758116,0.37967258390683056,0.4172015746595189,0.501690429920693,0.7444709788979947,0.475729225939459,0.3737152419548273,0.5040188425224534,0.23098728097456755,0.8466943062183833,0.6300128445774938,0.3548781353519357,0.38356725168779154,0.62594783495292,0.6129818222751711,0.7424668934517258,0.40340225046639716,0.5240014605343536,0.30025225259431926,0.4167553278737151,0.580385615137946,0.526073271850107,0.2934080748114851,0.48002555629674665,0.4748127266298049,0.5909583284683749,0.41303177721981205,0.642958693362847,0.5690824415421569,0.9633124596969116,0.2926665101486562,0.437930727817556,0.28366670630646174,0.6276468223675598,0.3134839743382048,0.6597775431534278,0.19557597354411244,0.4595308599303937,0.2143588166980377,0.7027696726792139,0.2698350353813856,0.48493874618150284,0.30285490985091246,0.7031438444187561,0.13130329683593853,0.28307056658732355,0.23395645834138523,0.5164008211105322,0.37566054519889847,0.7436496931658604,0.3871931860038717,0.4839802026562645,0.7258706762320187,0.604547695648364,0.731733755671098,0.5997836870755889,0.7957551279432504,0.5266948182736156,0.6883418747677662,0.5002147676024952,0.5004029159740977,0.28882875792519175,0.7467900487225383,0.2650987435230364,0.2855699836328307,0.3619804752905755,0.40824284902603497,0.3920134181857517,0.5086680756051097,0.5407285547972277,1,vocal34.wav
